ESTATUS,MES,EQUIPO,ZONA,PROMOTOR,"ID CLIENTE",CLIENTE,"N° BACKLOG",BIEN,"LINEA DISPONIBLE","MONTO ORIGINAL","RI ORIGINAL",DIFERENCIA,BACKLOG,"RENTA INICIAL","BACKLOG ACTUAL","COLOCACIÓN REAL","RI REAL","MONTO CANCELADO","RI CANCELADA","TIPO DE OPERACIÓN","ETAPA INICIO MES",ETAPA,SOLICITUD,PROSPECTO,CREDITO,RECHAZADA,"SIN SOLICITUD","CON SOLICITUD","RI PROSPECTO","RI CREDITO","RI RECHAZADA","RI SIN SOLICITUD","RI CON SOLICITUD",TASA,COMISION,"DIF RESIDUALES","COLOCACION PIPELINE"
Comprometida,NOV-17,2,Metropolitana,"Alan Duran Monroy",70612,"TRANSPORTADORA M.C., S.A. DE C.V.",11741,"EQUIPO DE TRANSPORTE ",19402000.000000,23780067.950000,3538800.000000,103319.8,23883387.750000,3705910.000000,24129487.280000,24129487.280000,3705910.000000,0.000000,0.000000,Adicional,Autorizada,Prospecto,SI,0.000000,0.000000,0.000000,0.000000,24129487.280000,0.000000,0.000000,0.000000,0.000000,3705910.000000,0.00,0.00,0.00,24129487.28,,,
Comprometida,NOV-17,2,Metropolitana,"Alan Duran Monroy",72857,"BSHERT, S.A. DE C.V.",12850,"MAQUINARIA ",8020000.000000,10000000.000000,2000000.000000,1456392,11456392.000000,3436917.600000,11968154.970000,11968154.970000,3436917.600000,0.000000,0.000000,Adicional,Prospecto,Prospecto,SI,0.000000,0.000000,0.000000,0.000000,11968154.970000,0.000000,0.000000,0.000000,0.000000,3436917.600000,0.00,0.00,0.00,11968154.97,,,
Comprometida,NOV-17,2,Metropolitana,"Alan Duran Monroy",45412,"ES BLUE PROPANE, S.A. DE C.V.",13189,"EQUIPO MAQUINARIA ",5044288.740000,5000000.000000,1000000.000000,0,5000000.000000,1000000.000000,5000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Autorizada,NO,0.000000,0.000000,0.000000,5000000.000000,0.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,20.00,2.00,5.00,0.00,,,
Cancelada,NOV-17,2,Metropolitana,"Alan Duran Monroy",72158,"ORIGINALES DE LA MODA, S.A. DE C.V.",12976,"MAQUINARIA ",32000681.680000,40000000.000000,8000000.000000,0,40000000.000000,8000000.000000,0,0.000000,0.000000,-40000000.000000,-8000000.000000,Original,Prospecto,Autorizada,NO,0.000000,0.000000,0.000000,40000000.000000,0.000000,0.000000,0.000000,0.000000,8000000.000000,0.000000,0.00,0.00,0.00,0.00,,,
Cancelada,NOV-17,2,Metropolitana,"Alan Duran Monroy",7835,"GRUPO ORINLA, S.A. DE C.V.",12977,"MAQUINARIA ",341643.800000,24000000.000000,4800000.000000,0,24000000.000000,4800000.000000,0,0.000000,0.000000,-24000000.000000,-4800000.000000,Original,Prospecto,Prospecto,NO,23421506.220000,0.000000,0.000000,578493.780000,0.000000,4684301.240000,0.000000,0.000000,115698.760000,0.000000,20.00,2.00,10.00,0.00,,
Cancelada,NOV-17,2,Metropolitana,"Alan Duran Monroy",72819,"GRUPO OLRAM, S.A. DE C.V.",12833,"EQUIPO MAQUINARIA ",0.000000,15000000.000000,3000000.000000,0,15000000.000000,3000000.000000,0,0.000000,0.000000,-15000000.000000,-3000000.000000,Original,Prospecto,Prospecto,NO,15000000.000000,0.000000,0.000000,0.000000,0.000000,3000000.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,,,,
Cancelada,NOV-17,2,Metropolitana,"Alan Duran Monroy",74202,"BYB IMPRESORES SA DE CV",13317,"EQUIPO DE TRANSPORTE ",0.000000,6000000.000000,1200000.000000,0,6000000.000000,1200000.000000,0,0.000000,0.000000,-6000000.000000,-1200000.000000,Adicional,Prospecto,Prospecto,NO,6000000.000000,0.000000,0.000000,0.000000,0.000000,1200000.000000,0.000000,0.000000,0.000000,0.000000,20.00,2.00,10.00,,,
Cancelada,NOV-17,2,Metropolitana,"Alan Duran Monroy",21057,"DISTRIBUIDORA J&I, S.A. DE C.V.",13234,"MAQUINARIA ",3423961.090000,5347132.000000,1069426.400000,0,5347132.000000,1069426.400000,0,0.000000,0.000000,-5347132.000000,-1069426.400000,Adicional,Autorizada,Prospecto,NO,5343196.470000,0.000000,0.000000,3935.530000,0.000000,1068639.290000,0.000000,0.000000,787.110000,0.000000,20.00,2.00,10.00,0.00,,
Cancelada,NOV-17,2,Metropolitana,"Alan Duran Monroy",9059,"BELLEZA Y VANIDAD, S.A. DE C.V.",13188,"MAQUINARIA EQUIPO ",2182003.420000,4300000.000000,860000.000000,0,4300000.000000,860000.000000,0,0.000000,0.000000,-4300000.000000,-860000.000000,Original,Autorizada,Prospecto,NO,3831165.630000,0.000000,0.000000,468834.370000,0.000000,766233.130000,0.000000,0.000000,93766.870000,0.000000,20.00,3.00,10.00,0.00,,
,,,,,,,,,70414579,133427200,25468226,0,134986912,27072254,41097642,36097642,7142828,-94647132,-18929426,,,,,,,,
