ESTATUS,MES,EQUIPO,ZONA,PROMOTOR,"ID CLIENTE",CLIENTE,"N° BACKLOG",BIEN,"LINEA DISPONIBLE","MONTO ORIGINAL","RI ORIGINAL",DIFERENCIA,BACKLOG,"RENTA INICIAL","COLOCACIÓN REAL","RI REAL","MONTO CANCELADO","RI CANCELADA","TIPO DE OPERACIÓN","ETAPA INICIO MES",ETAPA,SOLICITUD,PROSPECTO,CREDITO,RECHAZADA,"SIN SOLICITUD","CON SOLICITUD","RI PROSPECTO","RI CREDITO","RI RECHAZADA","RI SIN SOLICITUD","RI CON SOLICITUD"
Comprometida,ENE-17,6,Metropolitana,"Borja Rodriguez Lopez Palacios",64929,"CAPROIN, S.A. DE C.V.",9165,"AUTOS ",519111.650000,400000.000000,40000.000000,-399999,1.000000,0.000000,430614.320000,38402.300000,0.000000,0.000000,Original,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,430614.320000,0.000000,0.000000,0.000000,0.000000,38402.300000,,,
Comprometida,ENE-17,6,METROPOLITANA,"Borja Rodriguez Lopez Palacios",40905,"PERFILES COMERCIALES CUAUTITLÁN, S.A. DE C.V.",9146,"OTROS MAQUINARIA ",76278.750000,15000000.000000,3000000.000000,-11500000,3500000.000000,700000.000000,3058143.530000,600000.000000,0.000000,0.000000,Original,Prospecto,Autorizada,SI,0.000000,350321.970000,0.000000,91534.500000,3058143.530000,0.000000,70064.390000,0.000000,18306.900000,600000.000000,,,
Comprometida,ENE-17,6,METROPOLITANA,"Ricardo Antonio Hernandez Perez",64720,"GENERAL DATACOMM DE MEXICO, S.A. DE C.V.",8938,"OTROS EQUIPO DE COMPUTO ",4528856.910000,7000000.000000,1400000.000000,13000000,20000000.000000,4000000.000000,20500075.550000,5700468.170000,0.000000,0.000000,Original,Prospecto,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,20500075.550000,0.000000,0.000000,0.000000,0.000000,5700468.170000,,,
Comprometida,ENE-17,6,Metropolitana,"Borja Rodriguez Lopez Palacios",48595,"CABLES Y EQUIPOS, S.A. DE C.V.",9552,"MAQUINARIA ",653471.830000,2290802.620000,439999.990000,0,2290802.620000,439999.990000,2290802.620000,439999.990000,0.000000,0.000000,Adicional,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,2290802.620000,0.000000,0.000000,0.000000,0.000000,439999.990000,,
Comprometida,ENE-17,6,METROPOLITANA,"Borja Rodriguez Lopez Palacios",21000,"PROYEX, S.A. DE C.V.",8226,"AUTOS ",239820.730000,740900.000000,74090.000000,0,740900.000000,74090.000000,816195.320000,74090.000000,0.000000,0.000000,Adicional,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,816195.320000,0.000000,0.000000,0.000000,0.000000,74090.000000,,
,,,,,,,,6017540,25431703,4954090,0,26531704,5214090,27095831,6852960,0,0,,,,
